@relation music_classification

@attribute 'acousticness' numeric
@attribute 'danceability' numeric
@attribute 'duration_ms' numeric
@attribute 'energy' numeric
@attribute 'instrumentalness' numeric
@attribute 'key' numeric
@attribute 'liveness' numeric
@attribute 'loudness' numeric
@attribute 'mode' numeric
@attribute 'speechiness' numeric
@attribute 'tempo' numeric
@attribute 'time_signature' numeric
@attribute 'valence' numeric
@attribute 'class' {hip-hop/rap, pop, dance}

@data
0.158,0.633,155963,0.964,0.0159,2,0.204,-3.573,1,0.0298,124.022,4.0,0.111,pop
0.056,0.164,206897,0.878,0.0617,6,0.205,-4.953,0,0.11,171.908,4.0,0.196,hip-hop/rap
0.0705,0.71,166290,0.884,0.0,1,0.0765,-1.258,1,0.347,149.995,4.0,0.579,hip-hop/rap
0.131,0.522,210816,0.86,0.0209,10,0.122,-3.773,0,0.145,128.019,4.0,0.263,pop
0.0521,0.719,194320,0.657,0.0,11,0.0872,-4.588,0,0.0494,122.02,4.0,0.694,pop
0.00064,0.375,176387,0.93,0.0,2,0.318,-2.631,1,0.0561,147.124,4.0,0.5,pop
0.166,0.766,181000,0.771,2.51e-06,8,0.105,-4.358,1,0.0483,113.946,4.0,0.655,pop
0.0121,0.692,195889,0.896,6.59e-05,1,0.199,-4.017,1,0.0502,134.056,4.0,0.809,pop
0.000569,0.624,189613,0.673,1.54e-06,4,0.104,-4.017,0,0.0268,121.986,4.0,0.458,pop
0.101,0.867,191240,0.487,0.0,5,0.148,-5.872,1,0.0777,101.959,4.0,0.777,pop
0.57,0.629,250173,0.572,0.0,5,0.192,-7.733,0,0.0387,100.015,4.0,0.38,hip-hop/rap
0.00377,0.61,176111,0.747,0.0,11,0.0662,-4.25,0,0.0531,129.976,4.0,0.443,pop
0.00466,0.722,182728,0.614,0.0,11,0.106,-7.549,0,0.115,154.903,4.0,0.504,hip-hop/rap
0.0506,0.776,202480,0.741,0.0,7,0.0701,-5.804,1,0.041,120.079,4.0,0.845,pop
0.127,0.698,200105,0.882,0.0,4,0.15,-3.078,0,0.0863,106.083,4.0,0.462,pop
0.242,0.592,210947,0.763,0.0,1,0.0715,-3.334,1,0.366,180.084,4.0,0.647,dance
0.393,0.602,200187,0.707,0.0,11,0.165,-4.097,1,0.302,75.09,4.0,0.539,pop
0.0219,0.568,202439,0.69,2.3e-05,1,0.0815,-5.034,0,0.0431,130.12,4.0,0.044,pop
0.0913,0.769,203992,0.631,0.0,1,0.114,-6.769,1,0.0568,100.968,4.0,0.501,pop
0.0261,0.555,174467,0.645,0.0,4,0.079,-5.799,0,0.0637,140.911,4.0,0.195,hip-hop/rap
0.0182,0.836,242174,0.71,2.23e-05,5,0.137,-5.185,0,0.0595,119.952,4.0,0.531,pop
0.00477,0.585,214740,0.614,0.000155,10,0.0762,-5.594,0,0.037,114.059,4.0,0.273,pop
0.214,0.626,204188,0.695,0.0,7,0.224,-6.528,0,0.0594,154.023,4.0,0.586,pop
0.48,0.414,191308,0.469,0.0,8,0.0974,-7.583,1,0.0485,139.401,3.0,0.322,pop
0.0234,0.556,244014,0.802,0.0,5,0.398,-5.089,0,0.0694,176.003,4.0,0.263,pop
0.242,0.587,192918,0.659,0.0,7,0.0874,-6.406,0,0.203,150.026,4.0,0.411,pop
0.559,0.628,199140,0.694,0.0,5,0.0556,-3.909,0,0.0378,130.057,4.0,0.447,pop
0.957,0.356,342373,0.0937,0.096,8,0.209,-16.64,0,0.0353,86.669,3.0,0.259,dance
0.823,0.526,322133,0.17,0.777,9,0.114,-13.089,0,0.0411,117.414,4.0,0.173,dance
0.857,0.364,317946,0.114,0.635,1,0.0839,-16.552,1,0.0333,117.715,3.0,0.0581,dance
0.868,0.42,336373,0.105,0.587,6,0.0957,-20.502,1,0.035,99.873,4.0,0.108,dance
0.971,0.633,149072,0.12,0.871,5,0.121,-20.066,0,0.0428,115.51,3.0,0.473,pop
0.144,0.736,185588,0.616,2.29e-06,4,0.268,-8.016,1,0.0345,101.966,4.0,0.89,pop
0.0362,0.56,162383,0.916,0.000963,7,0.102,-3.328,0,0.0661,144.933,4.0,0.577,hip-hop/rap
0.0375,0.747,166138,0.877,0.000833,9,0.233,-3.782,0,0.0664,107.991,4.0,0.763,pop
0.0028,0.476,226867,0.815,0.00593,4,0.357,-5.073,1,0.0359,127.964,4.0,0.144,dance
0.0856,0.605,235000,0.884,0.000162,7,0.0501,-3.094,0,0.0611,125.989,4.0,0.364,hip-hop/rap
0.0111,0.668,212323,0.977,0.17,1,0.363,-2.673,1,0.0515,128.06,3.0,0.561,hip-hop/rap
0.00281,0.608,219398,0.878,4.83e-06,0,0.415,-3.631,1,0.0765,128.069,4.0,0.326,pop
0.0314,0.559,205933,0.882,1.71e-05,3,0.605,-4.281,1,0.157,126.064,4.0,0.644,dance
0.0359,0.761,219120,0.639,0.0,5,0.0945,-7.577,0,0.0539,164.088,4.0,0.933,hip-hop/rap
0.27,0.67,254147,0.348,0.0,0,0.104,-12.229,1,0.138,113.306,5.0,0.81,pop
0.0757,0.572,297893,0.853,0.0,1,0.0798,-3.203,1,0.217,171.297,4.0,0.0995,hip-hop/rap
0.114,0.858,290836,0.697,0.0,2,0.224,-5.361,1,0.23,98.012,4.0,0.365,hip-hop/rap
0.000175,0.537,127427,0.624,2.2e-06,11,0.116,-8.794,1,0.325,102.315,4.0,0.4,hip-hop/rap
0.00436,0.578,233182,0.909,0.00128,7,0.707,-3.672,1,0.105,87.983,4.0,0.518,hip-hop/rap
0.00107,0.507,215291,0.918,8.7e-06,2,0.311,-4.684,1,0.0701,92.006,4.0,0.275,hip-hop/rap
6.04e-05,0.505,219763,0.985,1.02e-05,5,0.351,-4.401,1,0.119,119.993,4.0,0.267,dance
0.0245,0.623,228467,0.886,0.0,1,0.247,-3.044,1,0.0404,92.021,4.0,0.691,pop
0.0109,0.599,212013,0.677,8.04e-06,0,0.0612,-4.722,0,0.035,81.021,4.0,0.458,pop
0.474,0.672,184960,0.396,0.0,2,0.0921,-9.489,0,0.0349,130.015,4.0,0.464,pop
0.292,0.862,150707,0.351,0.0,9,0.105,-11.793,1,0.0439,124.964,4.0,0.504,pop
0.436,0.696,157187,0.439,0.0,7,0.353,-9.438,1,0.07,135.925,4.0,0.686,pop
0.167,0.631,253107,0.591,0.0,11,0.0812,-7.669,1,0.0333,137.917,4.0,0.459,dance
0.226,0.546,231240,0.522,0.0,4,0.129,-7.113,1,0.0361,117.299,4.0,0.494,pop
0.0784,0.593,208000,0.872,0.0,1,0.286,-4.525,0,0.0959,91.964,4.0,0.521,hip-hop/rap
0.112,0.688,186800,0.795,0.0,5,0.133,-6.161,1,0.047,125.044,4.0,0.773,pop
0.178,0.644,200613,0.842,0.0,8,0.0796,-4.787,1,0.0429,99.05,4.0,0.852,pop
0.0453,0.841,278467,0.552,0.00154,7,0.0533,-10.345,1,0.0498,99.018,4.0,0.596,pop
0.409,0.618,291880,0.688,6.32e-06,5,0.3,-5.867,0,0.0477,78.311,4.0,0.561,pop
0.267,0.809,275080,0.522,1.97e-05,10,0.0729,-8.747,0,0.0821,99.001,4.0,0.879,pop
0.0788,0.873,301200,0.591,0.0071,7,0.104,-8.942,1,0.102,123.091,4.0,0.49,pop
0.135,0.729,272360,0.914,0.000672,2,0.156,-4.043,1,0.041,127.907,4.0,0.918,pop
0.0264,0.815,283934,0.944,0.00038,1,0.181,-6.698,1,0.0513,115.219,4.0,0.681,pop
0.44,0.468,243493,0.535,0.0,10,0.101,-8.264,1,0.0436,168.001,4.0,0.298,dance
0.0522,0.862,301520,0.479,0.00126,7,0.589,-9.199,1,0.0646,109.878,4.0,0.919,pop
0.397,0.66,268800,0.707,0.0,6,0.211,-5.758,1,0.208,89.279,4.0,0.779,pop
0.31,0.596,232573,0.661,0.0,5,0.0847,-6.239,0,0.226,129.491,5.0,0.864,hip-hop/rap
0.26,0.725,296693,0.487,1.09e-05,8,0.431,-5.959,0,0.0368,136.086,4.0,0.595,pop
0.00819,0.651,232227,0.645,0.0,1,0.0919,-6.741,1,0.223,96.394,4.0,0.668,pop
0.273,0.699,207187,0.592,0.0,6,0.202,-8.298,1,0.262,94.933,4.0,0.587,pop
0.304,0.654,222000,0.564,0.0,6,0.107,-7.186,1,0.235,86.948,4.0,0.458,pop
0.265,0.622,220853,0.503,0.000473,8,0.0596,-6.417,1,0.0433,93.984,4.0,0.6,pop
0.117,0.634,331240,0.528,2.26e-06,1,0.0565,-8.834,1,0.0309,128.0,4.0,0.187,pop
0.00373,0.592,250173,0.562,3.23e-05,10,0.223,-6.869,0,0.0239,90.16,4.0,0.2,pop
0.243,0.652,294867,0.473,0.0,0,0.134,-7.981,0,0.0313,123.208,4.0,0.36,pop
0.0862,0.621,230733,0.579,0.0,9,0.0827,-8.574,1,0.221,82.897,4.0,0.415,hip-hop/rap
0.0925,0.685,257173,0.784,0.0,9,0.314,-4.971,1,0.11,90.89,4.0,0.734,hip-hop/rap
0.0772,0.733,241133,0.744,0.0,1,0.341,-3.51,1,0.0553,92.515,4.0,0.528,hip-hop/rap
0.0227,0.816,247840,0.5,1.53e-06,1,0.0733,-4.551,1,0.03,124.037,4.0,0.654,hip-hop/rap
0.257,0.662,223440,0.507,0.0,5,0.0465,-8.238,1,0.118,86.412,4.0,0.652,hip-hop/rap
0.466,0.635,244160,0.54,0.0,7,0.0524,-8.122,1,0.0246,99.99,4.0,0.586,pop
0.163,0.622,249093,0.593,0.0,7,0.0979,-8.352,0,0.0916,94.364,4.0,0.595,pop
0.00541,0.538,214200,0.677,0.0,0,0.236,-6.099,1,0.187,132.346,5.0,0.919,pop
0.273,0.713,271333,0.678,0.0,5,0.149,-3.525,0,0.102,138.009,4.0,0.738,pop
0.0382,0.518,300573,0.666,2.47e-05,0,0.289,-5.306,1,0.0313,130.048,4.0,0.254,pop
0.201,0.415,251640,0.661,0.0,7,0.143,-4.629,1,0.0296,156.177,4.0,0.283,pop
0.245,0.319,252053,0.664,0.0,1,0.0812,-4.85,1,0.0357,112.377,5.0,0.441,pop
0.787,0.386,226840,0.248,1.49e-06,11,0.143,-11.42,1,0.0291,106.259,3.0,0.153,pop
0.0193,0.439,206000,0.906,0.0,3,0.373,-4.8,1,0.0439,161.905,4.0,0.69,pop
0.214,0.685,339733,0.607,0.0,11,0.345,-5.301,1,0.0431,125.011,4.0,0.463,pop
0.413,0.454,194707,0.521,0.0,7,0.119,-4.143,1,0.0285,72.28,4.0,0.231,pop
0.831,0.4,327773,0.337,0.0,2,0.0934,-7.404,1,0.0355,108.196,5.0,0.354,pop
0.268,0.562,235947,0.659,0.0,10,0.133,-5.234,1,0.0824,87.539,4.0,0.246,pop
0.74,0.637,233000,0.659,0.0,3,0.227,-6.964,1,0.0409,102.029,4.0,0.531,hip-hop/rap
0.962,0.47,246896,0.271,0.0,8,0.106,-8.335,1,0.0392,129.623,4.0,0.396,pop
0.126,0.758,222733,0.699,0.0,0,0.0643,-4.217,1,0.051,95.011,4.0,0.724,pop
0.0269,0.704,196853,0.604,0.0,1,0.0835,-4.865,1,0.0308,115.48,4.0,0.486,pop
0.0278,0.51,164347,0.708,3.86e-06,9,0.117,-3.092,0,0.051,188.058,4.0,0.767,pop
0.0273,0.487,208360,0.759,0.0,11,0.165,-4.849,1,0.0405,80.958,4.0,0.238,pop
0.0901,0.635,225400,0.977,2.61e-06,5,0.241,-3.213,0,0.0588,111.955,4.0,0.431,dance
0.0637,0.406,224848,0.638,0.0,9,0.107,-6.085,0,0.13,177.916,4.0,0.404,pop
0.19,0.776,239880,0.507,0.0,9,0.12,-5.752,0,0.0405,98.051,4.0,0.51,pop
0.122,0.498,197847,0.586,0.0,6,0.106,-5.936,1,0.31,81.945,4.0,0.489,pop
0.466,0.657,204960,0.485,0.0,3,0.0889,-5.634,0,0.0672,135.805,4.0,0.402,pop
0.211,0.627,245200,0.669,2.72e-06,0,0.111,-9.985,1,0.0412,94.029,4.0,0.5,pop
0.429,0.616,169307,0.401,0.0,0,0.161,-7.318,1,0.0344,143.75,4.0,0.354,pop
0.00486,0.586,192720,0.637,2.97e-06,8,0.112,-6.621,1,0.0274,88.025,4.0,0.331,pop
0.00397,0.763,187960,0.569,7.85e-05,6,0.0755,-5.585,1,0.0401,122.988,4.0,0.751,pop
0.0156,0.627,164840,0.871,4.63e-06,1,0.23,-4.403,0,0.0336,129.059,4.0,0.677,pop
0.299,0.51,178320,0.602,0.0,3,0.126,-6.317,1,0.0616,148.077,4.0,0.305,pop
0.0136,0.523,214827,0.828,0.000255,1,0.165,-4.696,1,0.0762,96.952,4.0,0.473,pop
0.0535,0.5,217440,0.802,0.0,2,0.103,-4.205,1,0.104,174.039,4.0,0.743,pop
0.0236,0.92,293827,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4.0,0.856,pop
0.0491,0.779,258040,0.867,7.98e-06,3,0.197,-3.704,0,0.0457,138.858,4.0,0.918,pop
0.11,0.758,198507,0.927,0.0285,9,0.374,-2.768,1,0.0509,115.076,4.0,0.953,pop
0.23,0.888,238733,0.815,0.000424,11,0.127,-4.909,0,0.0404,127.273,4.0,0.96,pop
0.143,0.658,252053,0.696,0.0,3,0.131,-4.293,1,0.0707,85.998,4.0,0.655,pop
0.0371,0.672,278036,0.819,0.000184,11,0.203,-4.457,1,0.0463,120.013,4.0,0.452,pop
0.309,0.421,285120,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3.0,0.168,pop
0.0345,0.589,207145,0.83,0.0,1,0.344,-5.547,1,0.0984,94.999,4.0,0.595,pop
0.00159,0.642,227344,0.823,0.0,0,0.0776,-5.717,1,0.0289,122.977,4.0,0.441,pop
0.0647,0.575,244667,0.886,0.000187,5,0.709,-5.182,1,0.034,96.308,4.0,0.608,pop
0.307,0.556,251253,0.517,0.00115,9,0.077,-8.769,1,0.0287,169.938,4.0,0.779,pop
0.413,0.625,270333,0.426,0.0,2,0.116,-8.392,0,0.0271,110.018,4.0,0.123,pop
0.0704,0.689,269173,0.677,0.0,0,0.0877,-6.36,1,0.0326,153.919,4.0,0.265,pop
0.0117,0.852,267440,0.563,1.96e-05,10,0.119,-8.663,0,0.0377,92.112,4.0,0.887,pop
0.371,0.814,268040,0.431,0.0,8,0.335,-9.125,1,0.0936,129.957,4.0,0.546,hip-hop/rap
0.0527,0.701,255453,0.383,0.0,10,0.0525,-9.016,1,0.0284,135.877,4.0,0.241,hip-hop/rap
0.415,0.773,256720,0.309,0.00014,7,0.111,-8.5,0,0.0339,128.105,4.0,0.411,hip-hop/rap
0.311,0.657,260427,0.456,0.0,0,0.0922,-8.917,1,0.0345,115.4,4.0,0.181,hip-hop/rap
0.00947,0.739,261933,0.947,2.99e-05,11,0.326,-1.915,0,0.0412,88.009,4.0,0.762,pop
0.259,0.534,249813,0.642,0.0,9,0.29,-3.971,1,0.0504,92.963,4.0,0.139,pop
0.784,0.485,180640,0.332,0.000122,4,0.146,-9.244,1,0.0338,130.813,4.0,0.255,pop
0.965,0.71,275280,0.0565,0.0,7,0.0889,-15.099,1,0.0534,123.994,4.0,0.352,pop
0.524,0.849,203720,0.531,0.0,7,0.0693,-5.534,1,0.258,91.927,4.0,0.771,hip-hop/rap
0.622,0.413,168480,0.439,0.00562,10,0.0704,-8.537,1,0.031,97.942,4.0,0.336,pop
0.904,0.513,193917,0.274,9.27e-06,0,0.1,-13.577,1,0.0289,129.834,4.0,0.381,pop
0.286,0.614,264151,0.549,2.64e-06,5,0.142,-6.986,1,0.0516,77.926,4.0,0.255,pop
0.323,0.661,186492,0.544,0.0222,7,0.0871,-11.193,1,0.0304,139.012,4.0,0.307,pop
0.0331,0.678,198760,0.783,1.51e-05,7,0.134,-4.672,0,0.0828,102.0,4.0,0.687,pop
0.000372,0.615,185093,0.657,0.0204,7,0.132,-6.873,1,0.029,109.95,4.0,0.78,dance
0.16,0.561,295493,0.555,0.0,11,0.114,-9.734,0,0.0287,134.369,4.0,0.509,pop
0.417,0.566,132307,0.804,0.0,6,0.112,-5.783,1,0.0364,149.989,4.0,0.868,pop
0.00971,0.498,215573,0.685,0.775,3,0.365,-11.795,1,0.0394,112.49,4.0,0.781,pop
0.0271,0.48,164467,0.891,3.24e-06,2,0.185,-5.001,1,0.0332,123.961,4.0,0.646,pop
0.35,0.926,199853,0.916,6.17e-06,10,0.0234,-2.221,0,0.0929,110.007,4.0,0.903,pop
0.0823,0.741,289133,0.748,0.0,0,0.34,-6.299,1,0.0264,127.965,4.0,0.616,pop
0.185,0.757,211160,0.725,5.56e-05,0,0.568,-4.86,0,0.0315,92.96,4.0,0.887,pop
0.139,0.671,243493,0.727,0.0,7,0.123,-7.585,1,0.035,102.358,4.0,0.82,pop
0.0251,0.743,214400,0.675,0.000717,8,0.0685,-4.267,0,0.0953,92.909,4.0,0.604,hip-hop/rap
0.101,0.768,173027,0.864,0.0,11,0.162,-6.145,1,0.0324,110.008,4.0,0.876,pop
0.43,0.566,279400,0.705,0.0,0,0.109,-7.569,1,0.0311,168.152,4.0,0.785,pop
0.0534,0.748,198067,0.939,0.0,0,0.32,-4.288,0,0.0341,104.001,4.0,0.962,pop
0.153,0.831,239227,0.921,0.00213,5,0.305,-2.383,0,0.0581,108.002,4.0,0.808,pop
0.0863,0.675,239933,0.553,7.58e-06,7,0.118,-7.775,1,0.0486,90.02,4.0,0.57,pop
0.000501,0.749,195107,0.745,0.00403,2,0.333,-10.625,1,0.164,101.972,4.0,0.461,hip-hop/rap
0.284,0.778,218093,0.824,0.0,10,0.405,-5.892,0,0.0712,100.024,4.0,0.767,pop
0.00542,0.875,272080,0.631,2.54e-06,1,0.127,-3.475,1,0.099,120.002,4.0,0.552,pop
0.101,0.835,272533,0.687,0.0,5,0.132,-3.18,1,0.184,94.059,4.0,0.826,pop
0.0446,0.853,267080,0.676,3.37e-05,6,0.0514,-5.533,0,0.0715,122.65,4.0,0.558,pop
0.0559,0.514,254027,0.911,0.0,1,0.775,-2.027,0,0.41,161.109,4.0,0.614,pop
0.00125,0.649,230747,0.815,4.31e-05,3,0.671,-3.796,0,0.0415,126.03,4.0,0.774,pop
0.12,0.851,237200,0.806,1.39e-06,4,0.122,-4.618,1,0.0788,119.002,4.0,0.769,pop
0.0572,0.585,244507,0.776,7.74e-06,5,0.3,-5.898,1,0.0459,77.987,4.0,0.43,pop
0.121,0.81,226333,0.885,3.39e-06,1,0.191,-10.116,0,0.0659,107.024,4.0,0.853,pop
0.00733,0.845,187840,0.768,5.04e-06,6,0.0575,-5.448,1,0.188,100.0,4.0,0.954,pop
0.0581,0.64,272160,0.947,0.0,9,0.0656,-3.925,0,0.102,145.108,4.0,0.68,pop
0.573,0.498,200400,0.467,0.0,1,0.103,-7.283,1,0.03,117.78,4.0,0.402,pop
0.453,0.511,406280,0.453,0.000212,3,0.0865,-6.803,0,0.0314,138.309,4.0,0.142,pop
0.25,0.764,205507,0.811,0.000112,1,0.198,-5.245,1,0.0323,95.024,4.0,0.967,pop
0.00754,0.653,238693,0.933,0.0,6,0.0574,-6.041,1,0.0522,132.965,4.0,0.413,pop
0.154,0.664,222029,0.679,0.000307,9,0.0694,-9.08,0,0.0298,104.851,4.0,0.728,pop
0.00574,0.682,192000,0.812,0.0,1,0.0553,-2.691,0,0.118,104.891,4.0,0.347,pop
0.00701,0.578,199080,0.866,0.0,1,0.257,-3.804,1,0.0619,128.038,4.0,0.619,pop
0.00173,0.472,321280,0.844,0.0,10,0.24,-6.578,1,0.054,140.034,4.0,0.343,pop
0.0283,0.421,175907,0.831,0.0,4,0.464,-5.128,1,0.107,134.027,4.0,0.489,pop
8.39e-05,0.467,209187,0.794,0.00204,1,0.103,-6.174,0,0.0349,162.435,4.0,0.577,pop
0.000797,0.48,222053,0.826,1.01e-06,0,0.125,-4.602,1,0.0397,96.0,4.0,0.701,pop
0.00059,0.594,218720,0.858,3.11e-06,9,0.0642,-4.339,1,0.0387,138.021,4.0,0.646,pop
0.000366,0.544,245133,0.788,0.0,5,0.141,-5.593,0,0.0474,148.121,4.0,0.821,pop
0.00749,0.446,241253,0.881,0.0,2,0.13,-4.368,1,0.0545,169.889,4.0,0.428,pop
0.0019,0.551,195280,0.732,0.0,9,0.0764,-6.081,1,0.0627,145.107,4.0,0.628,pop
0.51,0.63,240000,0.772,2.26e-05,1,0.0881,-6.986,1,0.0297,99.964,4.0,0.714,pop
0.00363,0.743,259889,0.889,0.143,10,0.383,-5.567,1,0.0409,103.963,4.0,0.186,pop
0.0935,0.52,231667,0.809,0.0035,1,0.0939,-4.18,1,0.05,170.032,4.0,0.362,hip-hop/rap
0.0969,0.595,198400,0.975,0.0,8,0.102,-2.339,0,0.364,150.001,4.0,0.183,pop
0.0216,0.526,216072,0.825,1.39e-06,5,0.426,-3.506,0,0.0875,150.181,4.0,0.108,pop
0.00499,0.595,224000,0.837,0.0359,1,0.101,-6.011,1,0.0696,149.964,4.0,0.331,hip-hop/rap
0.00231,0.624,206013,0.971,0.121,6,0.255,-0.935,0,0.0643,102.003,4.0,0.442,dance
0.000586,0.528,245053,0.879,0.00489,6,0.0432,-5.891,0,0.12,128.268,4.0,0.327,pop
0.00106,0.584,274404,0.932,0.00269,1,0.129,-3.501,1,0.333,74.976,4.0,0.211,hip-hop/rap
0.00857,0.637,207200,0.935,0.00399,0,0.214,-2.467,1,0.107,150.082,4.0,0.47,hip-hop/rap
0.00281,0.446,204520,0.915,3.87e-05,9,0.218,-6.221,1,0.141,190.013,4.0,0.402,pop




