@relation music_classification

@attribute 'acousticness' numeric
@attribute 'danceability' numeric
@attribute 'duration_ms' numeric
@attribute 'energy' numeric
@attribute 'instrumentalness' numeric
@attribute 'key' numeric
@attribute 'liveness' numeric
@attribute 'loudness' numeric
@attribute 'mode' numeric
@attribute 'speechiness' numeric
@attribute 'tempo' numeric
@attribute 'time_signature' numeric
@attribute 'valence' numeric
@attribute 'class' {hip-hop/rap, pop, dance}

@data
0.00627,0.684,228907,0.637,0.0,9,0.297,-6.378,1,0.061,140.063,4.0,0.245,hip-hop/rap
0.151,0.633,321627,0.85,0.0,5,0.0556,-5.915,0,0.344,97.933,4.0,0.761,hip-hop/rap
0.0119,0.473,196664,0.794,0.00218,9,0.418,-5.151,1,0.0462,139.313,4.0,0.293,hip-hop/rap
0.00271,0.908,237293,0.513,0.0,2,0.141,-5.318,1,0.0973,130.047,4.0,0.256,hip-hop/rap
0.0401,0.636,267147,0.702,0.0,11,0.105,-5.437,1,0.0743,125.998,4.0,0.471,hip-hop/rap
0.239,0.839,636213,0.583,0.0,1,0.262,-5.941,1,0.268,87.99,4.0,0.557,hip-hop/rap
0.0425,0.79,173160,0.531,0.0,8,0.266,-6.968,1,0.197,86.306,4.0,0.498,hip-hop/rap
0.0596,0.787,121874,0.81,0.125,5,0.625,-7.822,1,0.0993,77.505,4.0,0.606,hip-hop/rap
0.0295,0.793,432800,0.978,0.0331,11,0.0764,-9.229,0,0.0648,124.922,4.0,0.711,dance
0.423,0.786,267160,0.525,0.461,1,0.0876,-8.271,0,0.0388,128.014,4.0,0.43,dance
0.00201,0.734,394857,0.686,0.11,5,0.0408,-9.781,0,0.0761,128.021,4.0,0.543,dance
0.0196,0.765,246823,0.891,0.0145,9,0.0293,-6.43,0,0.0514,126.99,4.0,0.564,pop
0.014,0.962,156800,0.592,0.642,9,0.134,-11.716,0,0.108,130.684,4.0,0.361,hip-hop/rap
0.0537,0.648,322760,0.547,0.0439,5,0.0826,-6.547,1,0.0245,141.378,4.0,0.851,pop
3.13e-05,0.61,420384,0.907,0.698,11,0.23,-5.857,0,0.0384,112.007,4.0,0.397,dance
0.0482,0.653,141724,0.817,0.0,1,0.157,-5.077,1,0.239,135.345,4.0,0.493,hip-hop/rap
8.34e-05,0.72,255135,0.748,0.0,5,0.11,-7.607,1,0.447,182.064,4.0,0.555,hip-hop/rap
0.769,0.808,118353,0.593,2.07e-06,1,0.111,-9.395,1,0.344,89.876,4.0,0.88,hip-hop/rap
0.00706,0.586,245733,0.915,0.236,6,0.192,-6.264,1,0.031,117.99,4.0,0.747,dance
0.0765,0.675,205533,0.862,0.000609,8,0.364,-5.309,0,0.0501,124.982,4.0,0.819,pop
0.116,0.671,239613,0.73,0.000356,8,0.201,-6.773,1,0.0369,112.011,4.0,0.302,pop
0.0415,0.941,207040,0.685,0.0,10,0.08,-5.24,1,0.0752,97.524,4.0,0.695,hip-hop/rap
0.00584,0.394,225680,0.669,0.0,7,0.334,-4.461,1,0.056,169.929,4.0,0.195,pop
0.00116,0.669,211042,0.765,0.0,8,0.312,-7.885,1,0.051,131.946,4.0,0.163,hip-hop/rap
0.0637,0.742,304880,0.912,0.0,6,0.599,-1.188,0,0.13,137.975,4.0,0.562,hip-hop/rap
0.244,0.624,205973,0.752,0.0,4,0.131,-5.43,1,0.121,134.021,4.0,0.862,hip-hop/rap
0.14,0.525,291162,0.538,0.117,11,0.095,-9.366,0,0.0783,175.953,4.0,0.791,pop
0.000373,0.472,246427,0.855,0.93,0,0.887,-6.937,1,0.069,154.908,4.0,0.166,dance
0.00255,0.869,224107,0.426,0.534,7,0.113,-8.187,1,0.202,127.059,4.0,0.457,dance
0.00968,0.836,230627,0.817,0.0,7,0.114,-5.672,1,0.0677,112.007,4.0,0.658,hip-hop/rap
0.000258,0.375,212947,0.804,0.694,7,0.322,-5.673,0,0.0372,154.066,4.0,0.394,dance
0.0553,0.482,350120,0.72,2.07e-06,2,0.461,-6.812,1,0.271,90.999,4.0,0.222,hip-hop/rap
0.315,0.794,236280,0.82,0.0,11,0.531,-5.214,1,0.152,140.042,4.0,0.821,hip-hop/rap
0.114,0.725,251333,0.661,0.0,7,0.291,-3.903,1,0.131,127.82,4.0,0.432,pop
0.436,0.862,198531,0.364,0.0,11,0.0688,-9.727,0,0.137,97.51,4.0,0.766,pop
0.444,0.654,165432,0.794,0.0,1,0.127,-4.307,1,0.322,96.973,4.0,0.464,hip-hop/rap
0.426,0.872,188347,0.541,0.000789,5,0.132,-5.911,1,0.103,95.971,4.0,0.653,hip-hop/rap
0.104,0.689,229853,0.879,0.0376,0,0.49,-4.03,0,0.0978,170.036,4.0,0.544,hip-hop/rap
0.00246,0.514,296400,0.75,0.0285,2,0.139,-7.847,1,0.028,86.018,4.0,0.551,dance
0.109,0.742,214693,0.77,0.0239,10,0.104,-6.339,0,0.0514,96.988,4.0,0.687,pop
0.0938,0.874,281373,0.704,0.0,9,0.409,-6.27,1,0.102,119.954,4.0,0.444,hip-hop/rap
0.0247,0.834,285947,0.732,0.0,1,0.112,-5.121,1,0.138,130.011,4.0,0.308,hip-hop/rap
0.00469,0.712,252313,0.865,0.0412,1,0.121,-6.411,1,0.083,113.015,4.0,0.831,pop
0.00142,0.728,294011,0.77,0.229,10,0.603,-4.945,0,0.0426,108.991,4.0,0.668,dance
0.00255,0.855,233272,0.898,2.95e-05,7,0.0563,-3.863,1,0.061,135.965,4.0,0.525,hip-hop/rap
0.00525,0.7,307467,0.675,0.0,2,0.657,-6.362,1,0.149,124.882,4.0,0.227,pop
0.0215,0.825,199973,0.489,0.0,11,0.111,-9.32,1,0.263,96.99,4.0,0.424,hip-hop/rap
0.0193,0.751,211825,0.882,0.0,1,0.15,-5.605,1,0.0819,140.103,4.0,0.657,hip-hop/rap
0.00152,0.626,299383,0.888,0.0551,9,0.243,-4.981,0,0.0461,126.976,4.0,0.728,dance
0.00723,0.743,259683,0.633,0.0,9,0.246,-8.224,1,0.235,85.041,4.0,0.398,hip-hop/rap
4.91e-05,0.442,207027,0.797,0.293,1,0.0749,-7.352,1,0.0349,135.018,4.0,0.274,dance
0.0175,0.764,198907,0.547,0.000161,0,0.23,-8.6,1,0.0576,89.993,4.0,0.404,pop
0.344,0.69,237040,0.737,0.0,1,0.243,-4.123,1,0.0363,115.02,4.0,0.821,pop
0.278,0.716,205800,0.568,1.98e-06,2,0.385,-8.904,1,0.212,136.894,4.0,0.915,hip-hop/rap
0.189,0.74,261360,0.798,0.00128,0,0.305,-6.55,1,0.146,119.964,4.0,0.574,pop
0.886,0.574,217053,0.324,0.0817,0,0.28,-10.993,1,0.0307,91.007,4.0,0.226,pop
0.076,0.741,257733,0.894,4.89e-05,2,0.0835,-5.648,1,0.069,111.969,4.0,0.31,pop
0.000195,0.122,377177,0.913,0.713,11,0.269,-5.815,0,0.0499,185.906,4.0,0.0957,pop
0.0715,0.869,275867,0.712,0.0,9,0.272,-6.136,1,0.103,120.0,4.0,0.458,hip-hop/rap
0.0246,0.841,283693,0.733,0.0,1,0.174,-5.077,1,0.142,130.009,4.0,0.291,hip-hop/rap
0.0116,0.816,224853,0.543,0.0,0,0.13,-6.923,1,0.238,95.04,4.0,0.373,hip-hop/rap
0.0392,0.57,405213,0.742,0.177,6,0.0993,-12.475,1,0.0366,127.193,4.0,0.039,dance
0.0086,0.656,224286,0.787,0.0923,8,0.376,-5.01,1,0.043,94.495,4.0,0.0933,pop
0.0152,0.333,264384,0.789,0.0,6,0.0639,-5.784,1,0.0782,82.66,4.0,0.338,pop
0.064,0.652,224685,0.744,2.87e-05,7,0.342,-4.098,0,0.0378,123.006,4.0,0.488,pop
0.000986,0.771,218356,0.857,0.0161,8,0.323,-6.114,0,0.102,108.03,4.0,0.66,pop
0.949,0.619,240707,0.324,5.42e-05,9,0.114,-10.146,0,0.0271,111.927,4.0,0.0968,pop
0.134,0.359,229147,0.662,0.0,1,0.0907,-2.843,1,0.0466,152.096,4.0,0.296,hip-hop/rap
0.00778,0.677,256133,0.64,0.477,11,0.093,-6.408,0,0.0428,110.639,4.0,0.912,dance
0.0416,0.348,223227,0.856,0.0,2,0.203,-3.216,0,0.0979,188.046,4.0,0.261,dance
0.162,0.529,230213,0.95,0.00199,9,0.616,-3.446,1,0.056,119.964,4.0,0.456,dance
0.0233,0.824,299960,0.572,8.19e-06,11,0.208,-4.868,1,0.0652,153.977,4.0,0.669,hip-hop/rap
0.37,0.645,272453,0.836,0.0,2,0.125,-7.23,0,0.159,123.966,4.0,0.176,hip-hop/rap
0.0796,0.868,342773,0.627,0.0,1,0.0983,-4.843,0,0.116,131.097,4.0,0.314,hip-hop/rap
0.858,0.741,227627,0.449,0.000522,5,0.133,-6.621,1,0.0583,95.108,4.0,0.444,pop
0.00539,0.749,216013,0.857,0.0,3,0.192,-5.24,1,0.0435,111.906,4.0,0.355,hip-hop/rap
0.00767,0.541,308360,0.982,0.000765,2,0.291,-4.908,1,0.107,104.03,4.0,0.721,dance
0.00188,0.661,311920,0.837,0.0,5,0.362,-3.78,0,0.114,102.831,4.0,0.615,hip-hop/rap
0.15,0.516,210680,0.718,0.0163,5,0.167,-8.571,0,0.257,129.857,4.0,0.58,hip-hop/rap
0.763,0.707,275227,0.709,0.0,11,0.274,-3.979,0,0.34,89.094,4.0,0.497,hip-hop/rap
0.0505,0.794,194561,0.51,1.81e-06,9,0.0562,-7.314,1,0.42,167.879,4.0,0.189,hip-hop/rap
0.0126,0.6,588520,0.811,0.05,8,0.969,-10.199,0,0.102,100.894,4.0,0.372,dance
0.713,0.628,303560,0.575,0.00233,10,0.0635,-11.591,0,0.0588,108.166,4.0,0.182,pop
0.712,0.277,235747,0.29,0.0459,1,0.228,-8.541,1,0.0332,71.302,4.0,0.0576,pop
0.296,0.609,291092,0.909,0.0785,5,0.262,-7.302,0,0.0921,114.019,4.0,0.416,dance
0.0326,0.598,228707,0.885,0.00265,8,0.107,-3.992,0,0.0383,87.914,4.0,0.593,dance
0.0389,0.856,194747,0.719,9.03e-06,10,0.0935,-6.519,0,0.0746,146.032,4.0,0.369,hip-hop/rap
0.605,0.583,263397,0.515,0.000691,11,0.0931,-9.283,0,0.0571,115.732,4.0,0.621,pop
0.00042,0.22,82893,0.94,0.000541,0,0.0926,-2.397,1,0.0511,83.072,4.0,0.72,pop
0.0758,0.747,229640,0.894,0.897,1,0.0918,-5.226,1,0.0961,90.493,4.0,0.57,pop
0.565,0.63,247293,0.374,0.00146,5,0.107,-11.305,1,0.177,166.999,4.0,0.573,pop
0.0169,0.374,293851,0.853,2.72e-05,11,0.322,-3.571,0,0.295,200.035,4.0,0.422,hip-hop/rap
0.0339,0.422,259301,0.851,0.0,11,0.152,-4.031,1,0.0398,93.649,4.0,0.667,hip-hop/rap
0.218,0.793,194240,0.607,4.95e-06,4,0.348,-6.488,0,0.0821,140.992,4.0,0.16,hip-hop/rap
0.304,0.614,218413,0.575,0.0116,5,0.108,-5.819,0,0.0285,150.009,4.0,0.284,pop
0.0185,0.609,377893,0.664,0.0195,7,0.105,-9.116,0,0.0472,105.976,4.0,0.0944,hip-hop/rap
0.00113,0.616,200800,0.943,1.67e-06,1,0.346,-5.305,0,0.0444,129.963,4.0,0.802,hip-hop/rap
0.0491,0.703,194147,0.464,0.0,6,0.146,-5.977,0,0.118,95.012,4.0,0.689,hip-hop/rap
0.149,0.71,255333,0.959,2.1e-05,1,0.336,-6.697,0,0.209,108.006,4.0,0.492,dance
0.00727,0.582,302120,0.734,0.202,6,0.76,-6.987,0,0.0675,127.071,4.0,0.638,dance
4.61e-06,0.479,230560,0.854,5.72e-05,11,0.372,-6.101,1,0.0405,136.067,4.0,0.55,pop
0.0175,0.564,220573,0.737,0.0,9,0.054,-4.079,1,0.0414,104.764,4.0,0.231,pop
0.0125,0.634,405933,0.858,0.84,1,0.0984,-11.661,1,0.0417,123.991,4.0,0.233,dance
0.0124,0.585,264000,0.62,0.0164,6,0.135,-9.075,1,0.0538,80.021,4.0,0.715,pop
0.312,0.76,370813,0.636,0.534,8,0.0622,-11.605,1,0.0902,99.223,4.0,0.682,dance
0.9,0.582,238400,0.401,0.538,2,0.157,-8.731,1,0.028,112.357,4.0,0.414,pop
0.189,0.622,319125,0.752,0.0124,4,0.0443,-6.964,0,0.124,126.047,4.0,0.576,pop
0.0552,0.373,202200,0.63,0.0,7,0.107,-5.131,1,0.0461,115.942,4.0,0.357,pop
0.136,0.906,235040,0.444,6.44e-05,4,0.173,-8.692,0,0.384,140.063,4.0,0.68,hip-hop/rap
0.0599,0.756,257053,0.853,0.000562,9,0.115,-5.92,0,0.0525,100.004,4.0,0.426,hip-hop/rap
0.0633,0.897,334467,0.661,0.0,8,0.116,-6.2,0,0.27,127.081,4.0,0.204,hip-hop/rap
0.016,0.646,142584,0.757,0.0243,7,0.112,-6.089,1,0.101,108.438,4.0,0.635,hip-hop/rap
0.028,0.658,109031,0.568,0.00356,1,0.105,-7.579,1,0.0312,128.638,4.0,0.881,pop
0.00594,0.58,213560,0.859,0.00163,0,0.463,-4.532,1,0.0649,129.959,4.0,0.285,pop
0.0173,0.916,183695,0.571,1.11e-06,10,0.153,-8.241,0,0.2,103.521,4.0,0.467,pop
0.543,0.785,196570,0.796,0.291,5,0.108,-5.815,0,0.0379,136.05,4.0,0.806,pop
0.211,0.418,230720,0.547,0.0443,1,0.187,-4.932,1,0.0295,131.99,4.0,0.127,pop
0.0159,0.588,269267,0.596,0.0,1,0.0898,-4.994,1,0.0556,130.346,4.0,0.0602,hip-hop/rap
0.000954,0.775,188013,0.823,0.0,1,0.144,-6.091,1,0.271,130.041,4.0,0.288,hip-hop/rap
0.147,0.85,261321,0.509,0.0,6,0.0759,-9.637,0,0.378,134.9,4.0,0.769,hip-hop/rap
0.00444,0.413,225867,0.633,0.0,7,0.361,-5.188,1,0.0558,170.016,4.0,0.184,pop
0.0745,0.409,175480,0.532,0.00523,2,0.0795,-6.266,1,0.033,99.935,4.0,0.354,dance
0.156,0.378,282053,0.572,0.152,0,0.0579,-6.361,1,0.175,134.957,4.0,0.332,dance
0.655,0.507,194253,0.466,0.363,1,0.0929,-11.966,1,0.0862,157.013,4.0,0.0978,pop
0.138,0.667,250707,0.658,0.00685,6,0.602,-7.71,1,0.0756,91.98,4.0,0.36,pop
0.0019,0.468,260013,0.88,0.00704,1,0.409,-5.086,1,0.057,176.972,4.0,0.645,dance
0.0208,0.869,233787,0.687,1e-06,1,0.114,-6.816,1,0.263,96.006,4.0,0.668,hip-hop/rap
0.144,0.709,310187,0.412,0.000101,8,0.0814,-11.602,1,0.488,174.062,4.0,0.505,hip-hop/rap
4.69e-06,0.566,123547,0.869,0.309,0,0.0503,-7.614,1,0.0335,129.948,4.0,0.656,pop
0.148,0.701,462267,0.788,0.625,2,0.0977,-5.611,1,0.0425,142.584,4.0,0.794,dance
0.374,0.772,167158,0.612,2.44e-06,7,0.108,-7.274,0,0.254,142.911,4.0,0.557,hip-hop/rap
0.142,0.714,135920,0.566,1.25e-06,7,0.57,-4.408,1,0.056,113.074,4.0,0.429,hip-hop/rap
0.0103,0.745,143214,0.822,4.2e-06,7,0.155,-6.354,1,0.252,86.733,5.0,0.374,hip-hop/rap
0.00733,0.584,171067,0.716,0.0,0,0.0879,-4.737,1,0.0342,90.005,4.0,0.527,hip-hop/rap
0.229,0.694,228827,0.815,0.0,2,0.0924,-4.328,1,0.12,88.931,4.0,0.826,pop
0.0744,0.684,208163,0.823,0.0,9,0.111,-3.297,0,0.0773,91.048,4.0,0.645,pop
0.0277,0.489,194942,0.962,6.18e-06,0,0.128,-2.597,1,0.215,104.563,4.0,0.507,pop
0.209,0.66,228200,0.786,0.0,2,0.112,-4.757,1,0.17,177.833,4.0,0.849,pop
0.547,0.76,210323,0.838,1.3e-06,7,0.0664,-3.828,0,0.0529,93.05,4.0,0.74,pop
0.00431,0.663,259196,0.92,1.69e-05,11,0.101,-4.07,0,0.226,99.935,4.0,0.521,pop
0.0897,0.745,223613,0.921,0.0,0,0.178,-2.674,1,0.082,92.973,4.0,0.645,pop
0.256,0.772,238800,0.909,0.0,6,0.255,-3.225,0,0.166,96.031,4.0,0.679,pop
0.142,0.776,228467,0.669,0.0,11,0.219,-4.933,1,0.0638,91.012,4.0,0.646,pop
0.0786,0.724,200813,0.904,0.0,8,0.226,-3.354,0,0.0966,90.999,4.0,0.851,pop
0.0244,0.68,247493,0.954,0.0,9,0.112,-1.823,1,0.119,104.029,4.0,0.524,pop
0.0685,0.712,199281,0.841,7.87e-05,7,0.0672,-5.432,0,0.0455,98.003,4.0,0.656,pop
0.0525,0.779,166600,0.659,0.0,0,0.128,-5.455,1,0.0808,95.003,4.0,0.924,pop
0.177,0.95,214648,0.412,0.0,1,0.077,-6.592,1,0.0731,121.019,4.0,0.741,pop
0.222,0.63,228827,0.815,0.0,2,0.091,-4.265,1,0.152,88.357,4.0,0.814,pop
0.0969,0.774,211475,0.626,3.12e-05,3,0.0848,-4.432,0,0.0432,100.041,4.0,0.758,pop
0.381,0.857,199440,0.8,0.0,2,0.0913,-4.035,1,0.0583,121.996,4.0,0.965,pop
0.102,0.44,258188,0.413,1.7e-05,0,0.103,-7.425,0,0.0446,131.659,4.0,0.125,pop
0.0745,0.696,211364,0.503,0.0,8,0.0869,-4.842,1,0.0356,99.977,4.0,0.539,pop
0.062,0.711,223190,0.722,0.0,5,0.14,-3.946,1,0.0472,99.954,4.0,0.483,pop
0.0485,0.76,204400,0.588,0.0,9,0.0847,-7.082,1,0.0775,102.974,4.0,0.384,pop
0.0577,0.565,231906,0.782,4.16e-05,8,0.0757,-6.413,1,0.0506,140.004,4.0,0.392,pop
0.238,0.457,210091,0.627,0.0,5,0.116,-5.091,0,0.111,101.384,4.0,0.535,pop
0.56,0.622,250200,0.593,0.0,5,0.175,-7.755,0,0.0414,100.048,4.0,0.361,hip-hop/rap
0.15,0.703,193613,0.868,0.132,7,0.104,-4.661,0,0.0291,121.03,4.0,0.732,pop
0.115,0.66,214802,0.575,1.59e-06,6,0.131,-4.934,0,0.0367,110.091,4.0,0.485,pop
0.0575,0.741,223504,0.667,0.0,10,0.106,-5.445,1,0.134,112.956,4.0,0.609,pop
0.0133,0.726,188174,0.429,0.0,0,0.0574,-6.623,1,0.0519,85.899,4.0,0.874,pop
0.0283,0.656,197253,0.615,0.0,5,0.234,-6.252,1,0.0539,139.91,4.0,0.364,pop
0.00464,0.565,225526,0.771,0.0,1,0.0568,-5.22,1,0.212,168.385,4.0,0.551,dance
0.97,0.549,206933,0.371,0.132,2,0.639,-9.56,1,0.0378,87.024,3.0,0.117,pop
0.45,0.754,272667,0.762,6.67e-05,6,0.224,-4.486,0,0.0849,92.002,4.0,0.673,pop
0.00728,0.741,221983,0.559,0.000971,10,0.21,-7.775,1,0.03,101.999,4.0,0.441,hip-hop/rap
0.549,0.87,160597,0.502,0.00356,5,0.0916,-7.497,0,0.0549,82.53,4.0,0.676,pop
0.0293,0.726,233833,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4.0,0.75,hip-hop/rap
0.000339,0.905,177604,0.596,2.05e-05,1,0.0897,-7.496,0,0.118,149.996,4.0,0.419,hip-hop/rap
0.00517,0.747,212027,0.592,1.48e-05,8,0.124,-6.334,1,0.0457,110.991,3.0,0.16,pop
0.075,0.696,216409,0.817,0.0,1,0.187,-3.862,1,0.109,98.064,4.0,0.779,pop
0.032,0.607,213307,0.718,0.0,4,0.403,-4.095,1,0.0978,101.821,4.0,0.521,pop
0.0303,0.415,251423,0.369,7.64e-06,8,0.383,-10.044,1,0.0741,95.746,4.0,0.0951,hip-hop/rap
0.128,0.747,184134,0.799,0.0,11,0.0541,-4.066,0,0.0405,104.02,4.0,0.537,pop
0.0235,0.667,172893,0.648,1.52e-05,3,0.0427,-6.398,0,0.0626,95.031,4.0,0.585,pop
0.0275,0.516,340707,0.595,0.0,5,0.109,-4.63,1,0.0313,119.972,4.0,0.209,pop
0.00246,0.532,200733,0.778,0.000111,7,0.153,-6.69,0,0.218,169.923,4.0,0.242,hip-hop/rap
0.416,0.704,176347,0.423,0.0,8,0.0607,-6.792,1,0.0862,113.962,4.0,0.45,pop
0.013,0.853,206693,0.56,0.0,1,0.0944,-4.961,1,0.0406,134.066,4.0,0.853,pop
0.0561,0.623,220291,0.656,0.0,0,0.0855,-5.608,0,0.0416,95.878,4.0,0.371,pop
0.131,0.748,188491,0.627,0.0,7,0.0852,-6.029,1,0.0644,120.963,4.0,0.513,pop
0.304,0.804,298941,0.459,0.0862,11,0.11,-11.556,1,0.039,111.963,4.0,0.372,hip-hop/rap
0.581,0.825,233713,0.652,0.0,1,0.0931,-3.183,0,0.0802,95.977,4.0,0.933,pop
0.0991,0.608,232947,0.86,0.0,5,0.262,-5.324,0,0.0554,127.075,4.0,0.441,pop
0.0656,0.828,299333,0.433,0.000876,0,0.122,-9.716,1,0.199,148.073,4.0,0.446,hip-hop/rap
0.0921,0.72,229360,0.802,0.0,1,0.694,-5.797,1,0.0582,124.043,4.0,0.716,pop
0.0319,0.646,210960,0.795,0.0,9,0.267,-3.293,1,0.0976,89.99,4.0,0.791,pop
0.00622,0.75,203867,0.78,0.0,4,0.0263,-3.155,1,0.0898,119.985,4.0,0.819,pop
0.0567,0.467,293533,0.564,0.0,9,0.194,-4.986,0,0.353,81.966,4.0,0.304,hip-hop/rap
0.555,0.635,217419,0.691,0.0,0,0.097,-4.862,1,0.258,82.142,4.0,0.63,pop
0.00738,0.352,216893,0.843,0.0,7,0.0883,-7.983,0,0.482,165.29,5.0,0.716,pop
0.039,0.673,229507,0.758,0.0,7,0.341,-3.632,1,0.158,135.956,4.0,0.541,pop
0.0295,0.581,204160,0.963,0.0,11,0.139,-4.087,1,0.0981,129.992,4.0,0.792,pop
0.0384,0.72,175427,0.791,0.0,1,0.157,-4.689,1,0.124,102.071,4.0,0.767,pop
0.069,0.599,245041,0.803,0.137,0,0.129,-3.641,0,0.0986,126.057,4.0,0.254,pop
0.000704,0.657,190186,0.827,0.00534,5,0.065,-4.036,1,0.0734,145.889,4.0,0.698,pop
0.0514,0.786,250189,0.857,0.0,9,0.112,-3.765,1,0.0734,110.038,4.0,0.602,hip-hop/rap
0.0746,0.755,199693,0.832,1.27e-06,2,0.291,-2.741,0,0.116,120.032,4.0,0.719,pop
0.0715,0.859,188453,0.697,0.0,1,0.0761,-3.79,0,0.0569,117.008,4.0,0.875,pop
0.000979,0.842,189907,0.531,1.34e-05,0,0.0667,-8.729,1,0.0377,105.013,4.0,0.758,pop
0.0183,0.745,189959,0.714,0.0,1,0.0636,-5.501,0,0.0302,120.025,4.0,0.847,pop
0.162,0.725,247520,0.68,2.13e-06,8,0.158,-5.465,1,0.0306,119.939,4.0,0.753,pop
0.0117,0.579,275987,0.821,0.0,1,0.0631,-4.616,1,0.152,174.063,4.0,0.561,pop
0.0649,0.663,257840,0.714,0.0,1,0.116,-4.944,0,0.038,121.99,4.0,0.471,pop
0.00107,0.818,213733,0.799,0.128,1,0.057,-4.1,0,0.156,100.014,4.0,0.0953,pop
0.0215,0.688,192191,0.702,0.0,7,0.128,-4.792,0,0.0499,94.006,4.0,0.731,pop
0.219,0.427,257760,0.861,0.0,1,0.277,-4.874,1,0.376,161.776,4.0,0.581,hip-hop/rap
0.0196,0.592,206880,0.752,0.0,1,0.0477,-6.589,1,0.114,74.784,4.0,0.73,pop
0.403,0.753,203467,0.801,0.0,4,0.128,-3.215,1,0.0296,128.011,4.0,0.787,pop
0.0208,0.583,258827,0.786,0.0,2,0.188,-3.142,0,0.0301,123.052,4.0,0.556,pop
0.00373,0.862,263827,0.608,6.14e-06,7,0.0856,-4.762,1,0.0402,120.002,4.0,0.825,pop
0.161,0.772,225560,0.648,0.0,9,0.269,-6.222,1,0.0612,129.966,4.0,0.744,pop
0.0532,0.709,189333,0.697,5.15e-05,2,0.349,-3.471,1,0.0275,112.017,4.0,0.78,pop
0.471,0.495,243800,0.71,0.0,0,0.0703,-3.941,1,0.0288,90.024,4.0,0.332,pop
4.42e-05,0.472,229640,0.942,0.823,11,0.324,-3.954,0,0.0951,150.005,4.0,0.186,dance
0.00125,0.217,255725,0.98,0.00139,5,0.287,-3.332,1,0.133,139.024,4.0,0.0658,dance
0.328,0.68,231679,0.593,0.0,1,0.105,-6.496,1,0.176,94.007,4.0,0.396,hip-hop/rap
0.0989,0.483,263979,0.747,0.000409,5,0.24,-4.363,1,0.0549,80.117,4.0,0.223,hip-hop/rap
0.264,0.62,225800,0.529,0.0,5,0.354,-5.333,0,0.0353,94.951,4.0,0.572,pop
0.765,0.767,203263,0.445,0.000727,6,0.0897,-8.527,1,0.0328,119.923,4.0,0.375,pop
0.0117,0.432,278999,0.761,2.88e-05,1,0.75,-4.126,1,0.0305,138.004,4.0,0.334,pop
0.654,0.73,205333,0.418,7.51e-05,2,0.13,-6.735,1,0.0319,139.888,4.0,0.401,pop
0.947,0.483,248176,0.199,0.0,2,0.109,-11.37,1,0.0586,78.103,4.0,0.162,pop
0.302,0.696,292987,0.521,0.0,10,0.0565,-8.465,0,0.332,100.0,4.0,0.471,hip-hop/rap
0.0752,0.504,239320,0.705,0.0,6,0.128,-8.205,0,0.364,175.483,4.0,0.564,hip-hop/rap
0.358,0.894,216520,0.284,0.000487,11,0.11,-13.002,0,0.33,138.944,4.0,0.413,hip-hop/rap
0.331,0.889,301133,0.393,8.67e-06,4,0.283,-10.821,0,0.267,128.065,4.0,0.31,hip-hop/rap
0.0451,0.592,280615,0.701,0.0,10,0.327,-4.014,0,0.0858,129.501,4.0,0.299,hip-hop/rap
0.0242,0.589,223973,0.658,0.0,11,0.118,-5.288,0,0.203,77.521,4.0,0.254,hip-hop/rap
0.00375,0.7,210472,0.693,0.0,2,0.314,-6.553,1,0.14,133.981,4.0,0.513,hip-hop/rap
0.0415,0.37,250240,0.87,0.0,5,0.604,-2.09,1,0.271,79.092,4.0,0.334,hip-hop/rap
0.214,0.523,291280,0.783,0.0,6,0.612,-3.755,0,0.185,117.264,5.0,0.312,hip-hop/rap
0.00895,0.434,332600,0.785,0.0,4,0.132,-4.169,0,0.128,106.926,5.0,0.393,hip-hop/rap
0.0123,0.481,341680,0.716,0.0,10,0.141,-5.996,0,0.622,78.829,4.0,0.399,hip-hop/rap
0.00612,0.729,275720,0.838,0.0,8,0.0721,-4.476,0,0.313,136.869,4.0,0.35,hip-hop/rap
0.00589,0.662,267720,0.808,0.0,9,0.613,-3.06,1,0.122,76.493,4.0,0.448,hip-hop/rap
0.00184,0.541,225427,0.609,0.0,1,0.179,-3.715,1,0.127,158.314,4.0,0.298,hip-hop/rap
0.0084,0.629,242373,0.7,0.0,2,0.118,-6.212,1,0.264,85.814,4.0,0.159,hip-hop/rap
0.0273,0.501,269720,0.775,0.0,7,0.211,-6.248,0,0.436,85.929,4.0,0.615,hip-hop/rap
0.00755,0.54,224707,0.82,0.0,5,0.642,-3.824,1,0.138,78.063,4.0,0.516,hip-hop/rap
0.135,0.72,188852,0.643,0.812,9,0.112,-7.691,1,0.0369,122.012,4.0,0.323,pop
0.044,0.597,192041,0.832,2.96e-05,11,0.0864,-5.48,0,0.147,162.03,4.0,0.479,dance
0.291,0.675,166286,0.929,0.00724,9,0.397,-2.578,1,0.0478,140.006,4.0,0.428,hip-hop/rap
0.0256,0.559,210968,0.854,2.61e-06,11,0.294,-3.923,0,0.036,156.008,4.0,0.474,pop
0.325,0.531,195252,0.769,0.0,10,0.305,-2.881,0,0.063,77.351,4.0,0.454,hip-hop/rap
0.316,0.519,182720,0.829,0.0,5,0.0759,-5.121,0,0.0901,123.659,4.0,0.629,hip-hop/rap
0.265,0.677,185613,0.778,0.0,6,0.247,-5.19,0,0.0291,97.97,4.0,0.335,pop
